date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_7,RSI_14,RSI_21,MACD,MACD_Signal,BB_High_7,BB_Low_7,BB_Width_7,BB_High_14,BB_Low_14,BB_Width_14,BB_High_21,BB_Low_21,BB_Width_21,Aroon_7,Aroon_Up_7,Aroon_Down_7,Aroon_14,Aroon_Up_14,Aroon_Down_14,Aroon_21,Aroon_Up_21,Aroon_Down_21,ADX_7,ADX_neg_7,ADX_pos_7,ADX_14,ADX_neg_14,ADX_pos_14,ADX_21,ADX_neg_21,ADX_pos_21,OBV,Stoch_7,Stoch_Signal_7,Stoch_14,Stoch_Signal_14,Stoch_21,Stoch_Signal_21,ticker
2025-07-23,420.0,428.1600036621094,419.45001220703125,427.5899963378906,3254900,0.0,0.0,81.35057142254271,79.72528762943371,79.31853198792322,14.059863324135904,13.327340790836253,428.0462931512058,399.99092085549063,28.055372295715188,426.2631772493645,387.1295578231801,39.133619426184396,428.2211225897461,369.17749220285066,59.043630386895416,100.0,100.0,0.0,85.71428571428572,100.0,14.285714285714285,100.0,100.0,0.0,63.692719162492075,5.757366812201656,42.993479394075244,60.92960036798901,7.886472550402672,41.61983242848344,0.0,8.317627651157885,41.190323247620306,36897900,97.85800110343516,81.53712795771175,98.62604075754899,90.36330813868864,99.07440584026217,94.51245704281574,CAT
2025-07-24,427.0400085449219,430.1600036621094,424.5,429.5199890136719,2511400,0.0,0.0,82.42479739410308,80.39602043109866,79.8505415361486,14.660397261107846,13.593952084890573,432.27660088401944,403.29114813941806,28.98545274460139,430.94927813182363,387.1737643835224,43.77551374830125,431.16706527183305,371.7421667315151,59.42489854031794,100.0,100.0,0.0,92.85714285714286,100.0,7.142857142857142,100.0,100.0,0.0,65.77085789756589,5.150253901612766,42.18596487939363,61.53519594120271,7.453499989551602,41.27482754389861,0.0,8.005939743850558,40.97093066539087,39409300,97.73942760734776,96.03598467550518,98.52824452405336,97.65934659122782,98.96769617050064,98.6334222760483,CAT
2025-07-25,429.69000244140625,434.8699951171875,428.6199951171875,433.75,2218400,0.0,0.0,84.68106820611618,81.81591717299928,80.9766988968913,15.301267777461192,13.935415223404696,438.04942308968015,403.9117411123288,34.13768197735135,434.79431097943655,389.567152294838,45.22715868459852,433.7901970569643,375.1691535289732,58.621043527991105,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,68.10488167857439,4.534277894011475,46.153599462952215,62.29793119079683,6.996707173711387,43.36375213963283,0.0,7.672579003779612,42.40285750894203,41627700,95.52538884614775,97.04093918564355,97.49883921990545,98.21770816716928,98.22761887467594,98.75657362847959,CAT
2025-07-28,431.25,436.3999938964844,431.1199951171875,432.94000244140625,2550300,0.0,0.0,82.3201230426517,80.611883896105,80.07684056016755,15.564385695543024,14.261209317832362,441.75878192273495,404.88692643384985,36.8718554888851,437.29166639326917,392.7968127850233,44.494853608245876,436.6216940516139,377.33325909663756,59.28843495497631,71.42857142857143,100.0,28.57142857142857,100.0,100.0,0.0,100.0,100.0,0.0,70.2668358284179,4.05614440877157,44.342377255430286,63.067881312560175,6.627196211640618,42.60397074763432,0.0,7.399282031984606,41.92463810564354,39077400,86.97292254095629,93.41257966481726,91.55452237270548,95.86053537222142,93.7144759348325,96.96993032666971,CAT
2025-07-29,434.54998779296875,435.2099914550781,424.79998779296875,430.04998779296875,2383700,0.0,0.0,73.75993647609447,76.29756369272852,76.87637890619219,15.362617816722718,14.481491017610434,442.27519824146674,409.4705118589797,32.804686382487034,439.1177147608429,395.16189600924645,43.95581875159644,438.4202764092028,379.98649965571536,58.43377675348745,71.42857142857142,85.71428571428571,14.285714285714285,92.85714285714286,92.85714285714286,0.0,95.23809523809523,95.23809523809523,0.0,66.01339678273247,15.115420518249598,35.6865362031967,62.28099235438162,12.080314358031085,38.308324318814826,0.0,11.060476532219456,39.04544874801342,36693700,76.09184229212771,86.19671789307726,82.4421269068041,90.49849616647168,88.14245849576477,93.3615177684244,CAT
2025-07-30,430.0,436.8299865722656,426.42999267578125,434.1199951171875,3172600,0.0,0.0,77.58890828218335,78.07704043807702,78.16673290467858,15.35413795101232,14.656020404290812,440.1705849560563,418.44655022809553,21.72403472796077,441.8898723473315,396.2869334213627,45.60293892596883,440.71288537988664,382.2012178102175,58.51166756966916,100.0,100.0,0.0,92.85714285714286,100.0,7.142857142857142,95.23809523809524,100.0,4.761904761904762,62.92196737476903,12.313789078287364,31.959228038844934,61.661435799646526,10.898100259117436,36.08376070752106,0.0,10.317225804982627,37.468389493601364,39866300,89.75427852126367,84.27301445144923,92.59487061528881,88.86383996493281,94.97986674193699,92.27893372417809,CAT
2025-07-31,434.1300048828125,441.1499938964844,433.67999267578125,438.0199890136719,4116400,0.0,0.0,80.7320771319291,79.65336399032009,79.32739618456309,15.483628874736382,14.821542098379927,438.76573395617584,425.80282596290897,12.962907993266867,444.6813376385712,398.29283141137296,46.38850622719826,443.3829630788326,384.1527395811376,59.230223497694965,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,61.61249627610796,10.658343661731278,35.437441871035944,61.36859171471353,10.131180013960215,37.61418482922879,0.0,9.819568050289432,38.45061254425416,43982700,85.57600219389226,83.80737433576122,92.25017666165078,89.09572472791456,94.25439115609925,92.45890546460033,CAT
2025-08-01,426.9700012207031,430.8599853515625,421.2900085449219,428.69000244140625,4027300,0.0,0.0,58.02039651604186,67.20409880397526,69.98233144585114,14.664357833430813,14.790105245390105,438.49951643134307,426.38333094588904,12.116185485454025,444.5874123734798,401.8726183184845,42.71479405499531,444.54639958330614,386.0097062574677,58.53669332583843,85.71428571428571,85.71428571428571,0.0,92.85714285714286,92.85714285714286,0.0,85.71428571428571,95.23809523809523,9.523809523809524,53.05550855461146,27.139680110108532,26.225228521079515,58.75120072122519,19.407167456926487,32.15629406235731,0.0,16.363930673838357,34.533447771660434,39955400,37.26082253077883,70.86370108197825,68.53616181600727,84.46040303098228,77.1277554573984,88.78733778514487,CAT
2025-08-04,430.8599853515625,436.8900146484375,429.989990234375,433.70001220703125,4059500,0.0,0.0,64.31037886645696,69.9225574976561,71.85195513550289,14.255022522162278,14.683088700744541,438.63341611488636,427.44372360330556,11.189692511580802,444.20953171859384,406.6129126522209,37.59661906637291,446.0510760147612,388.0566655682002,57.994410446561005,-14.285714285714278,71.42857142857143,85.71428571428571,85.71428571428571,85.71428571428571,0.0,85.71428571428572,90.47619047619048,4.761904761904762,47.7017559605067,23.627440359945176,32.34798670501473,56.85023511469859,18.02650219086742,35.10018956736002,58.30692566748865,15.548716919904956,36.47650759409157,44014900,62.487476412629924,61.774767045767,81.04429326014403,80.61021057926736,86.32440450273104,85.90218370540957,CAT
2025-08-05,427.6499938964844,439.739990234375,426.57000732421875,434.2300109863281,4329900,0.0,0.0,64.95838379630669,70.20393095137597,72.04535529026656,13.814146924250053,14.509300345445645,438.7467738692482,427.46751184503745,11.279262024210766,444.6116984612614,409.4760264968859,35.13567196437555,446.3733894857946,391.93901460181706,54.43437488397751,-14.285714285714292,57.14285714285714,71.42857142857143,78.57142857142857,78.57142857142857,0.0,85.71428571428571,85.71428571428571,0.0,41.44319047088051,24.084239838549912,26.034770236267534,54.549576143000714,18.89663529846069,31.25434251008902,57.17719682440221,16.35622705475341,33.64952690671891,48344800,65.15615299982176,54.96815064774351,77.89848786412026,75.82631431342385,86.447088114763,83.29974935829749,CAT
2025-08-06,433.3399963378906,434.7099914550781,425.5400085449219,427.7200012207031,2630800,0.0,0.0,51.546516352947,62.47309128390764,66.18078040041337,12.791988375645019,14.165837951485521,439.1547126908009,425.5681441032839,13.586568587517036,444.416576287237,411.2677062880978,33.14886999913915,445.5535052296285,396.0797664872614,49.47373874236712,-14.285714285714285,42.857142857142854,57.14285714285714,57.142857142857146,71.42857142857143,14.285714285714285,80.95238095238095,80.95238095238095,0.0,35.56946914668079,22.325537442652088,22.472088935822246,52.25238795383973,18.314753110481334,28.881493051376456,56.02072533024177,16.081468835350616,31.845156905600536,45714000,32.37662345644865,53.340084289633445,57.10637584481357,72.01638565635928,70.62464435914131,81.13204565887845,CAT
2025-08-07,426.8399963378906,427.3299865722656,409.9599914550781,417.1199951171875,4261100,0.0,0.0,37.02479812416678,52.36214460016218,58.09563513104567,10.999789728159556,13.53262830682033,443.249731966071,417.7788412063621,25.470890759708936,443.59347673665474,412.793664899785,30.799811836869708,444.7298574058767,398.46607416499387,46.263783240882844,-71.42857142857143,28.57142857142857,100.0,57.14285714285715,64.28571428571429,7.142857142857142,76.19047619047619,76.19047619047619,0.0,35.846739188923515,37.771445905828635,17.164700082002597,48.908812959823955,27.803405138614117,24.93329561378123,53.86639364252133,23.12579737158862,28.714003423808283,41452900,22.95608560967639,40.162954021982266,23.25135530807064,52.75207300566816,41.270132110734494,66.11395486154628,CAT
2025-08-08,420.5199890136719,421.8999938964844,415.760009765625,416.5199890136719,2965200,0.0,0.0,36.34855604468984,51.85059610192015,57.676845141228256,9.422428024827411,12.710588250421747,443.5365562844706,412.4634437155294,31.073112568941156,442.12263003234455,415.1859375597313,26.93669247261323,444.3672005575442,399.7506699549186,44.61653060262563,-71.42857142857142,14.285714285714285,85.71428571428571,57.14285714285714,57.14285714285714,0.0,66.66666666666667,71.42857142857143,4.761904761904762,36.08439922513156,34.48629834249708,15.671811173532024,45.80406475109503,26.4568442557483,23.725738467918582,51.81464917802567,22.328830466910638,27.72445439067094,38487700,21.03237269992975,25.455027255351595,21.03237269992975,33.796701284271315,39.80370343897837,50.56615996961806,CAT
2025-08-11,416.9800109863281,418.2900085449219,406.79998779296875,408.5400085449219,3416000,0.0,0.0,28.322041502520847,45.48590832937008,52.40170871068327,7.442645592802819,11.656999718897962,441.939707278805,405.637441158695,36.30226612010995,444.09611122898275,411.9767429493097,32.11936827967304,444.00691297623575,400.50158253622703,43.50533044000872,-100.0,0.0,100.0,-50.0,50.0,100.0,66.66666666666666,66.66666666666666,0.0,38.3228377852174,41.42729559869404,13.170857355437674,43.81057597633129,31.038587659321603,21.615942622643068,49.35719261303358,25.858323564150847,25.966150244912754,35071700,5.282394119576274,16.42361747639414,5.065561696581588,16.449763234860658,19.25839255762458,33.44407603577915,CAT
2025-08-12,411.0,418.19000244140625,409.6400146484375,412.7099914550781,2765100,0.0,0.0,36.826626729054965,49.00831764393877,54.67617996060385,6.13936573612591,10.553472922343552,440.61132044338444,402.40011056945036,38.21120987393408,444.87474350566345,409.07239568937007,35.80234781629338,443.35331237345906,401.9571850921287,41.39612728133034,-57.14285714285714,28.57142857142857,85.71428571428571,-50.00000000000001,42.857142857142854,92.85714285714286,61.904761904761905,61.904761904761905,0.0,40.24149940814812,35.82544980995989,11.389879120090288,41.959479256907834,28.728026858972218,20.006818192283202,47.0167577892316,24.488726795301694,24.59084239146058,37836800,17.941721991739687,14.752162937081904,17.20524777870273,14.434394058404687,28.18360766980527,29.08190122213607,CAT
2025-08-13,415.17999267578125,415.5400085449219,410.5400085449219,413.70001220703125,4403000,0.0,0.0,38.836714982462674,49.8370397137876,55.209726279087015,5.127289261835358,9.468236190241914,435.4478501821354,401.8492951164137,33.59855506572171,444.91792667775627,406.7692158306143,38.148710847141956,442.40039777068,403.91361357604615,38.486784194633856,-57.142857142857146,14.285714285714285,71.42857142857143,-49.99999999999999,35.714285714285715,85.71428571428571,57.14285714285714,57.14285714285714,0.0,41.886066513517314,33.1183572352665,10.52922119796478,40.2406037317289,27.582319041840936,19.208922530623294,44.78777224275351,23.80283853019695,23.902094039358463,42239800,20.947249249104576,14.723788453473512,20.087403749707928,14.119404408330746,30.15636485975237,25.866121695727404,CAT
2025-08-14,409.29998779296875,419.239990234375,407.0,417.5,3676000,0.0,0.0,46.464640974469695,52.9947924866404,57.23846496398828,4.5790541356983,8.490399779333192,427.2762391195624,405.2409030400358,22.035336079526587,443.668946466572,405.69676747036993,37.97217899620205,442.14671614940147,404.75081454256286,37.395901606838606,-57.14285714285714,0.0,57.14285714285714,-50.0,28.57142857142857,78.57142857142857,52.38095238095239,52.38095238095239,0.0,40.47683201481908,27.239772434975627,14.025912176906848,38.10889841251311,24.958235229948773,20.257298593623826,42.87225095596585,22.20429481460702,24.326969778080084,45915800,38.337552142845425,25.742174461229894,31.149957222092414,22.814202916834358,31.149957222092414,29.82997658388335,CAT
2025-08-15,415.7200012207031,416.55999755859375,407.1000061035156,407.7900085449219,3107400,0.0,0.0,33.87151123616093,45.17009891874379,51.03624642086971,3.3227560246650114,7.456871028399556,420.8195106055319,406.00334793241456,14.816162673117333,443.12541737607256,402.64744028994306,40.4779770861295,442.69256397864456,403.37124391756083,39.321320061083725,-42.857142857142854,0.0,42.857142857142854,-50.0,21.428571428571427,71.42857142857143,-33.333333333333336,47.61904761904761,80.95238095238095,39.268916730220596,23.16394866680524,11.927247573251599,36.129457758955596,22.95953903652112,18.635061075018374,41.04794496854903,20.94912368883486,22.951807436833786,42808400,4.822312765802472,21.36903805258416,2.8821559710051963,18.03983898093518,2.8821559710051963,21.396159350949997,CAT
2025-08-18,407.0,413.1400146484375,405.4599914550781,412.6400146484375,3185200,0.0,0.0,42.891070892097346,49.20440044298139,53.669190938494474,2.6875057861055325,6.502997979940751,419.5332520074054,406.00961211089816,13.523639896507234,442.1066267125502,401.1790919328181,40.92753477973213,442.66818113785706,403.437534659204,39.23064647865306,-100.0,0.0,100.0,-85.71428571428572,14.285714285714285,100.0,-57.142857142857146,42.857142857142854,100.0,38.93996042194643,22.95730379586883,10.56527332528989,34.494042652875756,22.86342760511802,17.51931790821889,39.206569428751116,20.966137077377773,21.988042187319902,45993600,43.67410052978805,28.944655146145312,20.11774363183952,18.049952274979045,20.11774363183952,18.049952274979045,CAT
2025-08-19,419.30999755859375,421.8800048828125,414.05999755859375,416.0899963378906,3543600,0.0,0.0,48.69806971784991,51.91473022441795,55.45814468058726,2.434387975724974,5.689275979097596,419.3410416008303,406.0789674672501,13.2620741335802,439.757620086014,400.9523844480262,38.805235637987835,442.3542855278666,404.3247625562108,38.02952297165575,-85.71428571428571,0.0,85.71428571428571,-85.71428571428572,7.142857142857142,92.85714285714286,-57.14285714285713,38.095238095238095,95.23809523809523,34.18959720605684,19.785971114539674,22.172314145446833,32.328601505949024,21.217462856113915,23.067635173662158,37.93909569584585,19.909991636532382,25.64522016532644,49537200,64.73810103503199,37.7448381102075,29.784264935997744,17.594721512947487,29.784264935997744,17.594721512947487,CAT
2025-08-20,414.79998779296875,421.9200134277344,412.04998779296875,420.5899963378906,4060200,0.0,0.0,55.57257400566849,55.26747049222317,57.695332937166455,2.567308346786092,5.064882452635295,422.025070580917,406.83779214229736,15.187278438619614,435.8766248837144,402.3433806966427,33.53324418707166,442.36125668436216,404.64160034223755,37.71965634212461,28.57142857142857,100.0,71.42857142857143,-85.71428571428571,0.0,85.71428571428571,-57.14285714285715,33.33333333333333,90.47619047619048,29.657142429294232,19.870981337253912,18.91588812320466,30.044843808442863,21.152249001944618,21.303388413788035,36.59990016147924,19.934313057285426,24.27377425453549,53597400,91.91971254927118,66.77730470469707,44.136538569395,31.34618237907742,42.39283790370161,30.764948823846293,CAT
2025-08-21,419.92999267578125,420.5799865722656,414.1600036621094,417.8900146484375,2504300,0.0,0.0,50.80688854678222,52.8848644561407,55.92569973152672,2.4268080087517774,4.537267563858592,422.9569920992202,407.38587725066816,15.571114848552043,434.24274548272206,402.4344046986396,31.808340784082475,441.9512493428494,404.12779990380244,37.823449439046954,28.57142857142857,85.71428571428571,57.14285714285714,-64.28571428571428,14.285714285714285,78.57142857142857,-57.14285714285714,28.57142857142857,85.71428571428571,25.772181192069148,17.875583870014243,17.016398882536507,27.924211660758573,20.07506452769591,20.218507120734394,35.32447584303485,19.230832914187065,23.417154909938763,51093100,75.5164435017669,77.39141902869004,36.260278984800856,36.7270274967312,34.82774542749404,35.668282755731134,CAT
2025-08-22,421.6099853515625,437.8399963378906,420.04998779296875,435.6700134277344,3785100,0.0,0.0,70.34494319342723,63.91663601657845,63.63751088824514,3.7074209455776668,4.371298240202407,434.43714945895346,402.1828630968501,32.25428636210336,434.94940979077364,402.00916913640265,32.940240654370996,442.8182104295331,403.8465554279818,38.97165500155131,57.142857142857146,100.0,42.857142857142854,-64.28571428571429,7.142857142857142,71.42857142857143,-57.14285714285714,23.809523809523807,80.95238095238095,28.677418318523433,13.110197259502279,35.544155408232406,27.859597710508456,17.15587027640705,29.859147787595596,34.921943816858374,17.2478996102854,29.92345824795461,54878200,93.2983860934867,86.91151404817492,88.12725510043292,56.17469088487625,84.64561475514968,53.95539936211511,CAT
2025-08-25,435.0,436.8999938964844,432.1700134277344,432.29998779296875,1857900,0.0,0.0,64.66559407227388,61.001162583577035,61.49605566478738,4.399666404470452,4.376971873056016,439.2303744194093,401.6182060772425,37.6121683421668,434.3064587452533,402.3764025828717,31.93005616238156,442.6107982320235,403.9158712248217,38.69492700720184,57.14285714285714,85.71428571428571,28.57142857142857,-64.28571428571429,0.0,64.28571428571429,-57.14285714285714,19.047619047619047,76.19047619047619,31.167621569769967,12.209846483274669,33.1031389018666,27.79959904241906,16.54170147204504,28.79021005371709,34.538579982404585,16.81623647251014,29.17456393779198,53020300,82.89064944563196,83.90182634696185,82.89064944563196,69.09272784362192,75.20312272871081,64.89216097045151,CAT
